fid,source_file,park,lat,lon,activity,date,time
"358",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853847,151.216815,0.9,,
"360",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858995,151.246582,0.44,,
"361",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860407,151.256916,0.52,,
"362",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850756,151.232536,0.78,,
"363",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857749,151.211286,1.14,,
"364",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850795,151.226889,0.91,,
"366",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854112,151.210774,0.79,,
"369",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857592,151.211288,1.12,,
"370",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854647,151.217794,0.56,,
"371",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857287,151.198792,0.75,,
"372",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854952,151.240185,0.51,,
"373",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853765,151.23339,0.47,,
"377",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848143,151.237097,0.97,,
"382",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855867,151.212575,0.59,,
"386",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854364,151.218904,0.99,,
"388",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853233,151.229401,0.51,,
"391",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849238,151.235014,0.82,,
"392",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853457,151.231393,0.47,,
"393",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853931,151.214357,0.89,,
"397",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858473,151.251572,0.51,,
"400",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856597,151.213134,0.7,,
"402",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.863288,151.199769,0.8,,
"403",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854766,151.199915,0.72,,
"404",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854037,151.217068,0.5,,
"405",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854615,151.219104,0.52,,
"407",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853933,151.234536,0.47,,
"408",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858357,151.251308,0.5,,
"410",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854711,151.218784,0.52,,
"413",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859491,151.210784,1.46,,
"414",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846736,151.238984,0.99,,
"415",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854802,151.212072,0.97,,
"417",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854775,151.214351,1.01,,
"419",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857858,151.250246,0.54,,
"420",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854068,151.223932,0.5,,
"421",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856371,151.213398,0.83,,
"422",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858262,151.198688,0.75,,
"423",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848281,151.235928,0.85,,
"424",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848902,151.235335,0.99,,
"425",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857569,151.239902,0.47,,
"428",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859376,151.212074,0.95,,
"430",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850673,151.230358,0.55,,
"432",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852017,151.224034,0.9,,
"433",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854154,151.217594,0.5,,
"434",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85517,151.241314,0.51,,
"438",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854239,151.2194,0.98,,
"440",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853433,151.201823,0.7,,
"442",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857608,151.240155,0.46,,
"443",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858043,151.211288,1.19,,
"447",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847087,151.233795,0.81,,
"448",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847464,151.238151,1.02,,
"449",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856643,151.212203,1.09,,
"450",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857951,151.211024,1.13,,
"452",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856125,151.223768,0.52,,
"458",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853154,151.222591,0.89,,
"459",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85387,151.219006,0.83,,
"460",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858415,151.244344,0.45,,
"461",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856214,151.245452,0.52,,
"462",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854112,151.235641,0.49,,
"463",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847197,151.236874,0.87,,
"465",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857068,151.236877,0.47,,
"467",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852339,151.224888,0.85,,
"468",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85523,151.212898,0.59,,
"469",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857145,151.237383,0.48,,
"470",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856207,151.213472,0.8,,
"474",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854169,151.213356,0.94,,
"475",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855662,151.221473,0.54,,
"477",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848345,151.236791,0.98,,
"478",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851735,151.227596,0.76,,
"479",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854236,151.210861,0.8,,
"482",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859998,151.198832,0.77,,
"483",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851069,151.231455,0.81,,
"484",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85619,151.229342,0.48,,
"486",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855391,151.211538,0.98,,
"487",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855828,151.222231,0.54,,
"489",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854877,151.21198,0.96,,
"491",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853212,151.222473,0.9,,
"494",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851814,151.226736,0.52,,
"497",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852759,151.222711,0.89,,
"500",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854035,151.217699,0.9,,
"502",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856339,151.232019,0.5,,
"503",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85753,151.212819,0.73,,
"507",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852417,151.224645,0.85,,
"508",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859619,151.198774,0.75,,
"511",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852725,151.206016,0.67,,
"512",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853943,151.218624,0.85,,
"515",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849703,151.232154,0.93,,
"516",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856036,151.22325,0.54,,
"517",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856355,151.211383,1.02,,
"519",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.86259,151.19943,0.78,,
"520",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849318,151.233818,0.96,,
"521",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846,151.238083,0.88,,
"522",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854729,151.212161,0.97,,
"524",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858981,151.252936,0.51,,
"525",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859205,151.212108,0.9,,
"526",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855425,151.214707,0.75,,
"527",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855613,151.212684,0.6,,
"529",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.845689,151.233502,0.86,,
"531",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854751,151.211064,0.84,,
"534",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853752,151.225253,0.5,,
"537",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848485,151.23392,0.68,,
"538",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856994,151.23637,0.47,,
"539",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853628,151.210236,0.79,,
"541",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848699,151.235964,0.97,,
"542",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858278,151.243716,0.46,,
"545",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85,151.229639,0.91,,
"546",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860387,151.252812,0.43,,
"547",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853103,151.222026,0.91,,
"548",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858965,151.21223,1.08,,
"549",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853935,151.21719,0.9,,
"551",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852708,151.223657,0.86,,
"552",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851053,151.226301,0.92,,
"553",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856364,151.232279,0.51,,
"555",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856607,151.246802,0.53,,
"558",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847104,151.236951,0.88,,
"559",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851141,151.231071,0.82,,
"560",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847673,151.236502,0.87,,
"562",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856046,151.2449,0.52,,
"564",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849938,151.230039,0.93,,
"565",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852962,151.203514,0.68,,
"566",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85629,151.231227,0.49,,
"572",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855567,151.242982,0.5,,
"573",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855724,151.213973,0.78,,
"574",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851257,151.225817,0.9,,
"576",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854761,151.216277,1.01,,
"580",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852889,151.20399,0.67,,
"583",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85525,151.213876,0.63,,
"584",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85268,151.224167,0.5,,
"585",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854765,151.214476,1.01,,
"587",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851119,151.23119,0.82,,
"588",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857092,151.212959,0.73,,
"589",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85696,151.212089,1.08,,
"591",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85455,151.21804,0.98,,
"594",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85433,151.22286,0.5,,
"595",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85528,151.215818,0.66,,
"596",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853369,151.222126,0.89,,
"597",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859195,151.212222,0.83,,
"598",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851463,151.227734,0.5,,
"600",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858099,151.242703,0.46,,
"601",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854352,151.215684,0.61,,
"602",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856123,151.245175,0.52,,
"605",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853211,151.221798,0.91,,
"606",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856885,151.211173,0.98,,
"612",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855982,151.212536,0.59,,
"613",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853959,151.218495,0.87,,
"615",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85073,151.230167,0.55,,
"616",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854445,151.218539,0.98,,
"617",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856187,151.228526,0.48,,
"618",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860388,151.198884,0.77,,
"619",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854636,151.220636,0.51,,
"622",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84901,151.233745,0.64,,
"623",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853315,151.222244,0.9,,
"624",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855887,151.222487,0.54,,
"627",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855305,151.213066,1.07,,
"629",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853498,151.226325,0.49,,
"630",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852381,151.224768,0.84,,
"632",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.8562,151.211396,1.01,,
"636",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854994,151.21777,0.54,,
"637",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849885,151.230442,0.91,,
"639",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.860473,151.253321,0.43,,
"640",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851309,151.230207,0.83,,
"641",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859529,151.25456,0.5,,
"642",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856231,151.226913,0.5,,
"645",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850572,151.233005,0.78,,
"646",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850229,151.231699,0.61,,
"647",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848653,151.236085,0.97,,
"649",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856189,151.228801,0.48,,
"650",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858613,151.212439,0.8,,
"651",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856584,151.233821,0.49,,
"652",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851682,151.227126,0.52,,
"653",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856248,151.225325,0.52,,
"654",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854507,151.212536,0.96,,
"655",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853709,151.21037,0.79,,
"657",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859547,151.211861,1.12,,
"658",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.846066,151.233578,0.86,,
"661",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859622,151.211801,1.12,,
"662",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853665,151.220177,0.87,,
"663",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.847389,151.238251,1.01,,
"664",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.852701,151.206532,0.67,,
"665",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850863,151.232174,0.79,,
"667",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856105,151.211262,0.93,,
"668",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.85894,151.211159,1.32,,
"670",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854494,151.210978,0.82,,
"671",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.84971,151.232027,0.92,,
"672",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.859618,151.254824,0.51,,
"673",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855939,151.222743,0.54,,
"674",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855704,151.243526,0.51,,
"675",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854468,151.219522,0.51,,
"676",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853667,151.221535,0.48,,
"678",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857529,151.239648,0.47,,
"679",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854025,151.218109,0.88,,
"681",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853469,151.220933,0.87,,
"682",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.848215,151.236999,0.97,,
"683",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851098,151.231324,0.82,,
"684",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.851418,151.229585,0.82,,
"685",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.858328,151.212195,0.76,,
"686",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857272,151.23813,0.48,,
"687",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.857134,151.211287,1.09,,
"688",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849399,151.233567,0.96,,
"693",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856459,151.233059,0.5,,
"694",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.853952,151.220389,0.96,,
"695",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.86135,151.256729,0.4,,
"696",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855392,151.214904,0.73,,
"698",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.849551,151.234636,0.78,,
"700",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.854434,151.215165,0.62,,
"704",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850936,151.229598,0.53,,
"707",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.855726,151.212646,1.09,,
"709",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.850293,151.233564,0.79,,
"710",Track 02 Aug 2025 14-54-26 (1).rctrk,Track 02 Aug 2025 14-54-26 (1),-33.856755,151.234822,0.48,,
