fid,source_file,park,lat,lon,activity,date,time
"2838",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.856329,151.211786,0.64,,
"2856",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853228,151.219214,0.57,,
"2860",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852768,151.213894,0.55,,
"2861",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85259,151.225694,0.48,,
"2870",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84966,151.233392,0.57,,
"2875",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850766,151.232118,0.49,,
"2876",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.859665,151.211244,0.63,,
"2878",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850849,151.231868,0.46,,
"2881",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853502,151.222465,0.46,,
"2882",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848215,151.237715,0.69,,
"2883",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.855718,151.211912,0.64,,
"2885",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847959,151.236412,0.62,,
"2887",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848955,151.236603,0.64,,
"2893",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851717,151.229074,0.48,,
"2902",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852966,151.220086,0.58,,
"2903",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850555,151.2277,0.61,,
"2905",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853321,151.21814,0.58,,
"2907",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851631,151.22932,0.46,,
"2919",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.8504,151.229142,0.64,,
"2920",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851497,151.229833,0.46,,
"2925",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850455,151.228512,0.62,,
"2926",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850039,151.231956,0.59,,
"2928",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852812,151.213643,0.55,,
"2929",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85036,151.233504,0.51,,
"2932",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852757,151.214019,0.54,,
"2933",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85193,151.222681,0.55,,
"2937",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851793,151.228819,0.48,,
"2938",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.859343,151.211365,0.63,,
"2947",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849141,151.234687,0.58,,
"2951",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849045,151.234907,0.59,,
"2953",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846592,151.238517,0.61,,
"2954",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851469,151.224023,0.56,,
"2960",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853733,151.221593,0.46,,
"2966",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848203,151.236168,0.61,,
"2968",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850286,151.230303,0.63,,
"2969",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850497,151.228095,0.62,,
"2977",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851883,151.228424,0.48,,
"2978",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.858709,151.211399,0.62,,
"2987",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853557,151.222196,0.45,,
"2988",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852841,151.213518,0.55,,
"2992",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852811,151.224798,0.44,,
"2993",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850401,151.229,0.64,,
"2997",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851081,151.231092,0.46,,
"3001",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850194,151.230929,0.61,,
"3006",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850483,151.23311,0.5,,
"3007",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853239,151.223397,0.44,,
"3012",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848582,151.235672,0.59,,
"3016",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853498,151.212476,0.57,,
"3025",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850752,151.226539,0.58,,
"3029",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852453,151.226219,0.46,,
"3030",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850486,151.228233,0.62,,
"3032",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.856134,151.211826,0.63,,
"3033",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851586,151.223648,0.55,,
"3042",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847277,151.237273,0.62,,
"3048",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848368,151.235992,0.6,,
"3054",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.858025,151.21153,0.75,,
"3055",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852417,151.226347,0.46,,
"3059",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850125,151.234279,0.55,,
"3061",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852998,151.213023,0.57,,
"3062",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846814,151.239023,1.08,,
"3073",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.858601,151.211416,0.62,,
"3074",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847199,151.237364,0.62,,
"3077",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846858,151.237887,0.61,,
"3078",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850294,151.233754,0.52,,
"3079",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849776,151.232959,0.58,,
"3080",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850241,151.230563,0.61,,
"3081",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852904,151.213265,0.57,,
"3085",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846727,151.238139,0.62,,
"3086",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846999,151.237677,0.63,,
"3087",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.855325,151.211974,0.61,,
"3093",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853167,151.21755,0.56,,
"3094",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846781,151.237999,0.62,,
"3095",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850179,151.231042,0.61,,
"3099",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851355,151.224394,0.53,,
"3100",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850366,151.229384,0.64,,
"3101",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850726,151.226663,0.58,,
"3103",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852382,151.226474,0.47,,
"3104",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850256,151.233885,0.53,,
"3105",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847503,151.236965,0.62,,
"3112",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847193,151.238718,0.93,,
"3114",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84653,151.239257,0.6,,
"3115",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852946,151.213146,0.57,,
"3119",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.859102,151.211345,0.64,,
"3120",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850469,151.228371,0.62,,
"3122",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850103,151.231525,0.61,,
"3126",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853773,151.221461,0.46,,
"3127",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853008,151.224049,0.43,,
"3128",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853231,151.217797,0.57,,
"3129",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.854355,151.212152,0.58,,
"3130",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851384,151.224268,0.56,,
"3132",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85319,151.219343,0.57,,
"3134",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852294,151.221738,0.56,,
"3136",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.854976,151.212004,0.6,,
"3138",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849748,151.233077,0.58,,
"3141",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852725,151.220687,0.58,,
"3144",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850079,151.234398,0.55,,
"3146",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850516,151.227958,0.61,,
"3152",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84926,151.234516,0.59,,
"3153",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853134,151.223663,0.43,,
"3159",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852087,151.227644,0.46,,
"3165",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850212,151.234024,0.53,,
"3171",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849402,151.234156,0.58,,
"3180",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846927,151.238926,1.01,,
"3188",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846537,151.238954,0.59,,
"3189",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85087,151.226022,0.57,,
"3190",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84773,151.236656,0.63,,
"3193",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850679,151.226928,0.58,,
"3199",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849633,151.233528,0.57,,
"3200",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849841,151.232696,0.59,,
"3201",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.858809,151.211383,0.63,,
"3203",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847056,151.238817,0.95,,
"3204",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850929,151.225766,0.58,,
"3205",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852873,151.220328,0.59,,
"3206",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85253,151.221174,0.54,,
"3207",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85334,151.218728,0.58,,
"3208",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85716,151.211651,0.65,,
"3211",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849385,151.235784,0.61,,
"3216",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852793,151.215871,0.59,,
"3217",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853346,151.223004,0.45,,
"3219",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853288,151.218031,0.57,,
"3221",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853532,151.222338,0.45,,
"3222",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851284,151.230477,0.46,,
"3227",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852965,151.224178,0.43,,
"3228",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84667,151.238252,0.61,,
"3230",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849802,151.232834,0.58,,
"3231",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849096,151.234797,0.59,,
"3234",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849269,151.236017,0.6,,
"3236",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847968,151.238043,0.72,,
"3237",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851222,151.224767,0.53,,
"3238",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852956,151.21685,0.58,,
"3239",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85249,151.226091,0.47,,
"3240",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853209,151.212721,0.57,,
"3248",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.856026,151.211867,0.62,,
"3249",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851041,151.231229,0.46,,
"3257",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849211,151.23613,0.62,,
"3260",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848714,151.237032,0.64,,
"3262",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848858,151.2353,0.59,,
"3264",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848504,151.23578,0.59,,
"3265",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847737,151.238283,0.73,,
"3267",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84969,151.233275,0.58,,
"3272",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849084,151.23634,0.63,,
"3275",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.855112,151.239641,5.82,,
"3277",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84743,151.237063,0.62,,
"3281",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85062,151.227324,0.61,,
"3285",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850598,151.227449,0.61,,
"3292",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.855904,151.211875,0.61,,
"3294",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850421,151.228756,0.62,,
"3295",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853678,151.221831,0.46,,
"3297",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850435,151.228643,0.62,,
"3298",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849029,151.236442,0.63,,
"3300",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851981,151.222572,0.53,,
"3302",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850621,151.232611,0.49,,
"3311",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848429,151.235881,0.59,,
"3313",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.858382,151.211448,0.6,,
"3320",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853053,151.212925,0.57,,
"3322",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850401,151.228868,0.64,,
"3325",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852106,151.222218,0.55,,
"3327",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852716,151.214939,0.56,,
"3330",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852527,151.225964,0.47,,
"3332",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852988,151.216965,0.59,,
"3341",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850555,151.232867,0.5,,
"3344",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851456,151.229977,0.46,,
"3355",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851563,151.229563,0.46,,
"3356",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851596,151.229441,0.46,,
"3359",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851712,151.223275,0.55,,
"3363",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852178,151.227251,0.46,,
"3369",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.854673,151.212067,0.59,,
"3370",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850884,151.231747,0.46,,
"3380",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85332,151.218858,0.57,,
"3389",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851821,151.228682,0.48,,
"3390",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850657,151.232484,0.48,,
"3393",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846552,151.238673,0.61,,
"3394",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850204,151.230803,0.61,,
"3395",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853106,151.219597,0.57,,
"3399",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.855099,151.211995,0.61,,
"3404",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853262,151.217912,0.57,,
"3406",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850284,151.230166,0.63,,
"3407",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852575,151.221057,0.56,,
"3408",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.859005,151.211352,0.64,,
"3409",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851854,151.228551,0.48,,
"3413",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853603,151.212414,0.57,,
"3414",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850994,151.225512,0.57,,
"3418",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848845,151.236819,0.63,,
"3419",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852686,151.225292,0.46,,
"3422",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852212,151.227118,0.45,,
"3423",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850081,151.23168,0.59,,
"3424",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.857353,151.211647,0.67,,
"3425",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850955,151.2315,0.47,,
"3430",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.849582,151.233653,0.58,,
"3433",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852994,151.219953,0.58,,
"3436",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853712,151.221721,0.46,,
"3437",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.85191,151.228295,0.48,,
"3442",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852437,151.221397,0.55,,
"3443",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.855525,151.211947,0.64,,
"3444",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.857067,151.211652,0.65,,
"3446",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.857627,151.211667,0.7,,
"3447",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853263,151.219102,0.58,,
"3448",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.857917,151.21156,0.73,,
"3450",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850398,151.233378,0.51,,
"3454",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.84989,151.232578,0.59,,
"3456",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853334,151.218268,0.58,,
"3457",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.854027,151.212249,0.57,,
"3458",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846531,151.23926,1.3,,
"3459",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853967,151.220675,0.48,,
"3464",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851031,151.225384,0.57,,
"3469",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853087,151.217302,0.57,,
"3478",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846924,151.237775,0.64,,
"3480",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847648,151.236752,0.63,,
"3481",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.850576,151.227572,0.61,,
"3482",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.846542,151.239091,0.58,,
"3486",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.852703,151.21468,0.55,,
"3487",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853818,151.212312,0.57,,
"3488",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.853933,151.220806,0.47,,
"3489",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851312,151.224517,0.53,,
"3492",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.8467,151.239113,1.15,,
"3497",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.847798,151.236579,0.63,,
"3500",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851498,151.223897,0.57,,
"3511",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.8496,151.23533,0.58,,
"3515",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.848362,151.237521,0.67,,
"3517",Track 03 Aug 2025 11-38-10.rctrk,Track 03 Aug 2025 11-38-10,-33.851528,151.229692,0.45,,
